id,image_slot,category,mood,short_text,romantic_text,extended_text
R394,image_394,Memories,Nostalgic,The calm you bring to my heart.,"Even ordinary days feel special when the calm you bring to my heart, is the kind of happiness words can barely hold.","Even ordinary days feel special when the calm you bring to my heart, is the kind of happiness words can barely hold. Let this moment stay with us a little longer."
R395,image_395,Dreams,Hopeful,The way time slows down around you.,"With you, the way time slows down around you, is a love story I never want to finish.","With you, the way time slows down around you, is a love story I never want to finish. Let this moment stay with us a little longer."
R396,image_396,Forever,Devoted,The way time slows down around you.,"I still smile when I think of the way time slows down around you, is the sweetest chapter of my life.","I still smile when I think of the way time slows down around you, is the sweetest chapter of my life. Let this moment stay with us a little longer."
R397,image_397,Smile,Playful,The memories we keep collecting.,"Every time I see you, the memories we keep collecting, is a beautiful secret written between two hearts.","Every time I see you, the memories we keep collecting, is a beautiful secret written between two hearts. Let this moment stay with us a little longer."
R398,image_398,Distance,Longing,The way your smile finds me.,"My heart remembers the way your smile finds me, is a treasure I would choose again and again.","My heart remembers the way your smile finds me, is a treasure I would choose again and again. Let this moment stay with us a little longer."
R399,image_399,Gratitude,Thankful,The warmth of your presence.,"When the world gets loud, the warmth of your presence, is a quiet reason to be grateful.","When the world gets loud, the warmth of your presence, is a quiet reason to be grateful. Let this moment stay with us a little longer."
R400,image_400,Moments,Peaceful,The memories we keep collecting.,"I never knew peace could feel like the memories we keep collecting, is more beautiful than any perfect plan.","I never knew peace could feel like the memories we keep collecting, is more beautiful than any perfect plan. Let this moment stay with us a little longer."
R401,image_401,Love,Tender,The warmth of your presence.,"Even ordinary days feel special when the warmth of your presence, becomes a memory worth keeping.","Even ordinary days feel special when the warmth of your presence, becomes a memory worth keeping. Let this moment stay with us a little longer."
R402,image_402,Love,Deep,The promises we make with our eyes.,"In every little moment, the promises we make with our eyes, is the kind of magic I want to remember forever.","In every little moment, the promises we make with our eyes, is the kind of magic I want to remember forever. Let this moment stay with us a little longer."
R403,image_403,Together,Warm,The beautiful uncertainty of tomorrow.,"The moon may light the night, but the beautiful uncertainty of tomorrow, is the kind of happiness words can barely hold.","The moon may light the night, but the beautiful uncertainty of tomorrow, is the kind of happiness words can barely hold. Let this moment stay with us a little longer."
R404,image_404,Memories,Nostalgic,The tiny adventures that become memories.,"When the world gets loud, the tiny adventures that become memories, is a gentle reminder that love grows in moments.","When the world gets loud, the tiny adventures that become memories, is a gentle reminder that love grows in moments. Let this moment stay with us a little longer."
R405,image_405,Dreams,Hopeful,The stories hidden in your smile.,"Even ordinary days feel special when the stories hidden in your smile, is the sweetest chapter of my life.","Even ordinary days feel special when the stories hidden in your smile, is the sweetest chapter of my life. Let this moment stay with us a little longer."
R406,image_406,Forever,Devoted,A simple walk beside you.,"When two hearts understand each other, a simple walk beside you, makes forever sound wonderfully simple.","When two hearts understand each other, a simple walk beside you, makes forever sound wonderfully simple. Let this moment stay with us a little longer."
R407,image_407,Smile,Playful,The way your smile finds me.,"In every little moment, the way your smile finds me, is where my favorite memories begin.","In every little moment, the way your smile finds me, is where my favorite memories begin. Let this moment stay with us a little longer."
R408,image_408,Distance,Longing,The promises we make with our eyes.,"Some memories become brighter when the promises we make with our eyes, is the kind of magic I want to remember forever.","Some memories become brighter when the promises we make with our eyes, is the kind of magic I want to remember forever. Let this moment stay with us a little longer."
R409,image_409,Gratitude,Thankful,A simple walk beside you.,"Under the same sky, a simple walk beside you, makes every tomorrow feel worth waiting for.","Under the same sky, a simple walk beside you, makes every tomorrow feel worth waiting for. Let this moment stay with us a little longer."
R410,image_410,Moments,Peaceful,The memories we keep collecting.,"Some memories become brighter when the memories we keep collecting, is more beautiful than any perfect plan.","Some memories become brighter when the memories we keep collecting, is more beautiful than any perfect plan. Let this moment stay with us a little longer."
R411,image_411,Love,Tender,The hope we carry together.,"When two hearts understand each other, the hope we carry together, makes the heart a little lighter.","When two hearts understand each other, the hope we carry together, makes the heart a little lighter. Let this moment stay with us a little longer."
R412,image_412,Love,Deep,The calm you bring to my heart.,"A beautiful life begins with the calm you bring to my heart, is a gentle reminder that love grows in moments.","A beautiful life begins with the calm you bring to my heart, is a gentle reminder that love grows in moments. Let this moment stay with us a little longer."
R413,image_413,Together,Warm,The calm you bring to my heart.,"Somewhere between the calm you bring to my heart, is the sweetest chapter of my life.","Somewhere between the calm you bring to my heart, is the sweetest chapter of my life. Let this moment stay with us a little longer."
R414,image_414,Memories,Nostalgic,The promises we make with our eyes.,"If love had a language, the promises we make with our eyes, is more beautiful than any perfect plan.","If love had a language, the promises we make with our eyes, is more beautiful than any perfect plan. Let this moment stay with us a little longer."
R415,image_415,Dreams,Hopeful,The stories hidden in your smile.,"A beautiful life begins with the stories hidden in your smile, turns an ordinary day into a beautiful one.","A beautiful life begins with the stories hidden in your smile, turns an ordinary day into a beautiful one. Let this moment stay with us a little longer."
R416,image_416,Forever,Devoted,The tiny adventures that become memories.,"The moon may light the night, but the tiny adventures that become memories, is a place my heart knows without a map.","The moon may light the night, but the tiny adventures that become memories, is a place my heart knows without a map. Let this moment stay with us a little longer."
R417,image_417,Smile,Playful,The calm you bring to my heart.,"Even ordinary days feel special when the calm you bring to my heart, becomes a memory worth keeping.","Even ordinary days feel special when the calm you bring to my heart, becomes a memory worth keeping. Let this moment stay with us a little longer."
R418,image_418,Distance,Longing,Our laughter after a long day.,"I never knew peace could feel like our laughter after a long day, is a gentle reminder that love grows in moments.","I never knew peace could feel like our laughter after a long day, is a gentle reminder that love grows in moments. Let this moment stay with us a little longer."
R419,image_419,Gratitude,Thankful,A simple walk beside you.,"In the story of my life, a simple walk beside you, is the kind of happiness words can barely hold.","In the story of my life, a simple walk beside you, is the kind of happiness words can barely hold. Let this moment stay with us a little longer."
R420,image_420,Moments,Peaceful,A simple walk beside you.,"In the story of my life, a simple walk beside you, is a place my heart knows without a map.","In the story of my life, a simple walk beside you, is a place my heart knows without a map. Let this moment stay with us a little longer."
R421,image_421,Love,Tender,The tiny adventures that become memories.,"There is something beautiful about the tiny adventures that become memories, is proof that the little things can mean everything.","There is something beautiful about the tiny adventures that become memories, is proof that the little things can mean everything. Let this moment stay with us a little longer."
R422,image_422,Love,Deep,A simple walk beside you.,"When the world gets loud, a simple walk beside you, is proof that the little things can mean everything.","When the world gets loud, a simple walk beside you, is proof that the little things can mean everything. Let this moment stay with us a little longer."
R423,image_423,Together,Warm,The tiny adventures that become memories.,"In the quiet of the tiny adventures that become memories, feels like home.","In the quiet of the tiny adventures that become memories, feels like home. Let this moment stay with us a little longer."
R424,image_424,Memories,Nostalgic,Our laughter after a long day.,"My heart remembers our laughter after a long day, is where my favorite memories begin.","My heart remembers our laughter after a long day, is where my favorite memories begin. Let this moment stay with us a little longer."
R425,image_425,Dreams,Hopeful,A moment shared without words.,"My heart remembers a moment shared without words, is a gentle reminder that love grows in moments.","My heart remembers a moment shared without words, is a gentle reminder that love grows in moments. Let this moment stay with us a little longer."
R426,image_426,Forever,Devoted,The hope we carry together.,"Some memories become brighter when the hope we carry together, is a love story I never want to finish.","Some memories become brighter when the hope we carry together, is a love story I never want to finish. Let this moment stay with us a little longer."
R427,image_427,Smile,Playful,The dreams we quietly share.,"In the quiet of the dreams we quietly share, makes forever sound wonderfully simple.","In the quiet of the dreams we quietly share, makes forever sound wonderfully simple. Let this moment stay with us a little longer."
R428,image_428,Distance,Longing,The beautiful uncertainty of tomorrow.,"Among all the places in the world, the beautiful uncertainty of tomorrow, is the sweetest chapter of my life.","Among all the places in the world, the beautiful uncertainty of tomorrow, is the sweetest chapter of my life. Let this moment stay with us a little longer."
R429,image_429,Gratitude,Thankful,The joy of having someone to come home to.,"The sweetest part of today was the joy of having someone to come home to, is the kind of happiness words can barely hold.","The sweetest part of today was the joy of having someone to come home to, is the kind of happiness words can barely hold. Let this moment stay with us a little longer."
R430,image_430,Moments,Peaceful,The little things we never plan.,"A beautiful life begins with the little things we never plan, is proof that the little things can mean everything.","A beautiful life begins with the little things we never plan, is proof that the little things can mean everything. Let this moment stay with us a little longer."
R431,image_431,Love,Tender,The joy of having someone to come home to.,"In the story of my life, the joy of having someone to come home to, is proof that the little things can mean everything.","In the story of my life, the joy of having someone to come home to, is proof that the little things can mean everything. Let this moment stay with us a little longer."
R432,image_432,Love,Deep,The calm you bring to my heart.,"I never knew peace could feel like the calm you bring to my heart, is the sweetest chapter of my life.","I never knew peace could feel like the calm you bring to my heart, is the sweetest chapter of my life. Let this moment stay with us a little longer."
R433,image_433,Together,Warm,The calm you bring to my heart.,"In every little moment, the calm you bring to my heart, is a treasure I would choose again and again.","In every little moment, the calm you bring to my heart, is a treasure I would choose again and again. Let this moment stay with us a little longer."
R434,image_434,Memories,Nostalgic,The stories hidden in your smile.,"When the world gets loud, the stories hidden in your smile, is a treasure I would choose again and again.","When the world gets loud, the stories hidden in your smile, is a treasure I would choose again and again. Let this moment stay with us a little longer."
R435,image_435,Dreams,Hopeful,The way your smile finds me.,"I still smile when I think of the way your smile finds me, reminds me how precious life can be.","I still smile when I think of the way your smile finds me, reminds me how precious life can be. Let this moment stay with us a little longer."
R436,image_436,Forever,Devoted,The warmth of your presence.,"In the quiet of the warmth of your presence, is proof that the little things can mean everything.","In the quiet of the warmth of your presence, is proof that the little things can mean everything. Let this moment stay with us a little longer."
R437,image_437,Smile,Playful,A simple walk beside you.,"The moon may light the night, but a simple walk beside you, is more beautiful than any perfect plan.","The moon may light the night, but a simple walk beside you, is more beautiful than any perfect plan. Let this moment stay with us a little longer."
R438,image_438,Distance,Longing,The memories we keep collecting.,"With you, the memories we keep collecting, is a place my heart knows without a map.","With you, the memories we keep collecting, is a place my heart knows without a map. Let this moment stay with us a little longer."
R439,image_439,Gratitude,Thankful,The memories we keep collecting.,"Every time I see you, the memories we keep collecting, is where my favorite memories begin.","Every time I see you, the memories we keep collecting, is where my favorite memories begin. Let this moment stay with us a little longer."
R440,image_440,Moments,Peaceful,The warmth of your presence.,"In the quiet of the warmth of your presence, is a quiet reason to be grateful.","In the quiet of the warmth of your presence, is a quiet reason to be grateful. Let this moment stay with us a little longer."
R441,image_441,Love,Tender,The kindness in your eyes.,"There is something beautiful about the kindness in your eyes, reminds me how precious life can be.","There is something beautiful about the kindness in your eyes, reminds me how precious life can be. Let this moment stay with us a little longer."
R442,image_442,Love,Deep,The kindness in your eyes.,"The sweetest part of today was the kindness in your eyes, is the kind of magic I want to remember forever.","The sweetest part of today was the kindness in your eyes, is the kind of magic I want to remember forever. Let this moment stay with us a little longer."
R443,image_443,Together,Warm,The warmth of your presence.,"Some memories become brighter when the warmth of your presence, becomes a memory worth keeping.","Some memories become brighter when the warmth of your presence, becomes a memory worth keeping. Let this moment stay with us a little longer."
R444,image_444,Memories,Nostalgic,A moment shared without words.,"Even ordinary days feel special when a moment shared without words, is a gentle reminder that love grows in moments.","Even ordinary days feel special when a moment shared without words, is a gentle reminder that love grows in moments. Let this moment stay with us a little longer."
R445,image_445,Dreams,Hopeful,The little things we never plan.,"Among all the places in the world, the little things we never plan, is a gentle reminder that love grows in moments.","Among all the places in the world, the little things we never plan, is a gentle reminder that love grows in moments. Let this moment stay with us a little longer."
R446,image_446,Forever,Devoted,Our laughter after a long day.,"In every little moment, our laughter after a long day, is where my favorite memories begin.","In every little moment, our laughter after a long day, is where my favorite memories begin. Let this moment stay with us a little longer."
R447,image_447,Smile,Playful,The promises we make with our eyes.,"Every time I see you, the promises we make with our eyes, is proof that the little things can mean everything.","Every time I see you, the promises we make with our eyes, is proof that the little things can mean everything. Let this moment stay with us a little longer."
R448,image_448,Distance,Longing,The beautiful uncertainty of tomorrow.,"In the quiet of the beautiful uncertainty of tomorrow, is the kind of happiness words can barely hold.","In the quiet of the beautiful uncertainty of tomorrow, is the kind of happiness words can barely hold. Let this moment stay with us a little longer."
R449,image_449,Gratitude,Thankful,A simple walk beside you.,"When two hearts understand each other, a simple walk beside you, is a beautiful secret written between two hearts.","When two hearts understand each other, a simple walk beside you, is a beautiful secret written between two hearts. Let this moment stay with us a little longer."
R450,image_450,Moments,Peaceful,The calm you bring to my heart.,"When the world gets loud, the calm you bring to my heart, is the kind of magic I want to remember forever.","When the world gets loud, the calm you bring to my heart, is the kind of magic I want to remember forever. Let this moment stay with us a little longer."
R451,image_451,Love,Tender,The beautiful uncertainty of tomorrow.,"When the world gets loud, the beautiful uncertainty of tomorrow, is the sweetest chapter of my life.","When the world gets loud, the beautiful uncertainty of tomorrow, is the sweetest chapter of my life. Let this moment stay with us a little longer."
R452,image_452,Love,Deep,The warmth of your presence.,"I still smile when I think of the warmth of your presence, is a gentle reminder that love grows in moments.","I still smile when I think of the warmth of your presence, is a gentle reminder that love grows in moments. Let this moment stay with us a little longer."
R453,image_453,Together,Warm,A simple walk beside you.,"A beautiful life begins with a simple walk beside you, is a beautiful secret written between two hearts.","A beautiful life begins with a simple walk beside you, is a beautiful secret written between two hearts. Let this moment stay with us a little longer."
R454,image_454,Memories,Nostalgic,The way time slows down around you.,"Some memories become brighter when the way time slows down around you, is more beautiful than any perfect plan.","Some memories become brighter when the way time slows down around you, is more beautiful than any perfect plan. Let this moment stay with us a little longer."
R455,image_455,Dreams,Hopeful,The joy of having someone to come home to.,"In the quiet of the joy of having someone to come home to, makes every tomorrow feel worth waiting for.","In the quiet of the joy of having someone to come home to, makes every tomorrow feel worth waiting for. Let this moment stay with us a little longer."
R456,image_456,Forever,Devoted,The tiny adventures that become memories.,"In every little moment, the tiny adventures that become memories, is a beautiful secret written between two hearts.","In every little moment, the tiny adventures that become memories, is a beautiful secret written between two hearts. Let this moment stay with us a little longer."
R457,image_457,Smile,Playful,The way your smile finds me.,"When two hearts understand each other, the way your smile finds me, is the kind of magic I want to remember forever.","When two hearts understand each other, the way your smile finds me, is the kind of magic I want to remember forever. Let this moment stay with us a little longer."
R458,image_458,Distance,Longing,The beautiful uncertainty of tomorrow.,"When the world gets loud, the beautiful uncertainty of tomorrow, is the kind of happiness words can barely hold.","When the world gets loud, the beautiful uncertainty of tomorrow, is the kind of happiness words can barely hold. Let this moment stay with us a little longer."
R459,image_459,Gratitude,Thankful,The comfort of being understood.,"A beautiful life begins with the comfort of being understood, is the sweetest chapter of my life.","A beautiful life begins with the comfort of being understood, is the sweetest chapter of my life. Let this moment stay with us a little longer."
R460,image_460,Moments,Peaceful,A simple walk beside you.,"When the world gets loud, a simple walk beside you, is the kind of magic I want to remember forever.","When the world gets loud, a simple walk beside you, is the kind of magic I want to remember forever. Let this moment stay with us a little longer."
R461,image_461,Love,Tender,The hope we carry together.,"There is something beautiful about the hope we carry together, reminds me how precious life can be.","There is something beautiful about the hope we carry together, reminds me how precious life can be. Let this moment stay with us a little longer."
R462,image_462,Love,Deep,The silence that never feels empty.,"In the quiet of the silence that never feels empty, is a place my heart knows without a map.","In the quiet of the silence that never feels empty, is a place my heart knows without a map. Let this moment stay with us a little longer."
R463,image_463,Together,Warm,The dreams we quietly share.,"A beautiful life begins with the dreams we quietly share, is a place my heart knows without a map.","A beautiful life begins with the dreams we quietly share, is a place my heart knows without a map. Let this moment stay with us a little longer."
R464,image_464,Memories,Nostalgic,The way your smile finds me.,"I still smile when I think of the way your smile finds me, feels like home.","I still smile when I think of the way your smile finds me, feels like home. Let this moment stay with us a little longer."
R465,image_465,Dreams,Hopeful,The hope we carry together.,"In the story of my life, the hope we carry together, is a treasure I would choose again and again.","In the story of my life, the hope we carry together, is a treasure I would choose again and again. Let this moment stay with us a little longer."
R466,image_466,Forever,Devoted,A moment shared without words.,"A beautiful life begins with a moment shared without words, turns an ordinary day into a beautiful one.","A beautiful life begins with a moment shared without words, turns an ordinary day into a beautiful one. Let this moment stay with us a little longer."
R467,image_467,Smile,Playful,The memories we keep collecting.,"The sweetest part of today was the memories we keep collecting, is a love story I never want to finish.","The sweetest part of today was the memories we keep collecting, is a love story I never want to finish. Let this moment stay with us a little longer."
R468,image_468,Distance,Longing,The way your smile finds me.,"There is something beautiful about the way your smile finds me, reminds me how precious life can be.","There is something beautiful about the way your smile finds me, reminds me how precious life can be. Let this moment stay with us a little longer."
R469,image_469,Gratitude,Thankful,A simple walk beside you.,"I still smile when I think of a simple walk beside you, is proof that the little things can mean everything.","I still smile when I think of a simple walk beside you, is proof that the little things can mean everything. Let this moment stay with us a little longer."
R470,image_470,Moments,Peaceful,The feeling of being exactly where i belong.,"Under the same sky, the feeling of being exactly where I belong, is more beautiful than any perfect plan.","Under the same sky, the feeling of being exactly where I belong, is more beautiful than any perfect plan. Let this moment stay with us a little longer."
R471,image_471,Love,Tender,The kindness in your eyes.,"A beautiful life begins with the kindness in your eyes, is where my favorite memories begin.","A beautiful life begins with the kindness in your eyes, is where my favorite memories begin. Let this moment stay with us a little longer."
R472,image_472,Love,Deep,Our laughter after a long day.,"I still smile when I think of our laughter after a long day, is the kind of happiness words can barely hold.","I still smile when I think of our laughter after a long day, is the kind of happiness words can barely hold. Let this moment stay with us a little longer."
R473,image_473,Together,Warm,The memories we keep collecting.,"The sweetest part of today was the memories we keep collecting, becomes a memory worth keeping.","The sweetest part of today was the memories we keep collecting, becomes a memory worth keeping. Let this moment stay with us a little longer."
R474,image_474,Memories,Nostalgic,The way time slows down around you.,"If love had a language, the way time slows down around you, is the sweetest chapter of my life.","If love had a language, the way time slows down around you, is the sweetest chapter of my life. Let this moment stay with us a little longer."
R475,image_475,Dreams,Hopeful,The little things we never plan.,"The moon may light the night, but the little things we never plan, turns an ordinary day into a beautiful one.","The moon may light the night, but the little things we never plan, turns an ordinary day into a beautiful one. Let this moment stay with us a little longer."
R476,image_476,Forever,Devoted,The kindness in your eyes.,"In the story of my life, the kindness in your eyes, is the kind of happiness words can barely hold.","In the story of my life, the kindness in your eyes, is the kind of happiness words can barely hold. Let this moment stay with us a little longer."
R477,image_477,Smile,Playful,Our laughter after a long day.,"In the quiet of our laughter after a long day, makes distance feel smaller and hope feel closer.","In the quiet of our laughter after a long day, makes distance feel smaller and hope feel closer. Let this moment stay with us a little longer."
R478,image_478,Distance,Longing,The stories hidden in your smile.,"I never knew peace could feel like the stories hidden in your smile, is a gentle reminder that love grows in moments.","I never knew peace could feel like the stories hidden in your smile, is a gentle reminder that love grows in moments. Let this moment stay with us a little longer."
R479,image_479,Gratitude,Thankful,The way your smile finds me.,"A beautiful life begins with the way your smile finds me, is a treasure I would choose again and again.","A beautiful life begins with the way your smile finds me, is a treasure I would choose again and again. Let this moment stay with us a little longer."
R480,image_480,Moments,Peaceful,The way your smile finds me.,"Somewhere between the way your smile finds me, is the sweetest chapter of my life.","Somewhere between the way your smile finds me, is the sweetest chapter of my life. Let this moment stay with us a little longer."
R481,image_481,Love,Tender,The hope we carry together.,"Somewhere between the hope we carry together, is where my favorite memories begin.","Somewhere between the hope we carry together, is where my favorite memories begin. Let this moment stay with us a little longer."
R482,image_482,Love,Deep,A simple walk beside you.,"I still smile when I think of a simple walk beside you, is a beautiful secret written between two hearts.","I still smile when I think of a simple walk beside you, is a beautiful secret written between two hearts. Let this moment stay with us a little longer."
R483,image_483,Together,Warm,The joy of having someone to come home to.,"With you, the joy of having someone to come home to, makes the heart a little lighter.","With you, the joy of having someone to come home to, makes the heart a little lighter. Let this moment stay with us a little longer."
R484,image_484,Memories,Nostalgic,The calm you bring to my heart.,"Even ordinary days feel special when the calm you bring to my heart, feels like home.","Even ordinary days feel special when the calm you bring to my heart, feels like home. Let this moment stay with us a little longer."
R485,image_485,Dreams,Hopeful,The memories we keep collecting.,"If love had a language, the memories we keep collecting, is more beautiful than any perfect plan.","If love had a language, the memories we keep collecting, is more beautiful than any perfect plan. Let this moment stay with us a little longer."
R486,image_486,Forever,Devoted,The comfort of being understood.,"In the story of my life, the comfort of being understood, feels like home.","In the story of my life, the comfort of being understood, feels like home. Let this moment stay with us a little longer."
R487,image_487,Smile,Playful,The comfort of being understood.,"There is something beautiful about the comfort of being understood, reminds me how precious life can be.","There is something beautiful about the comfort of being understood, reminds me how precious life can be. Let this moment stay with us a little longer."
R488,image_488,Distance,Longing,A simple walk beside you.,"Among all the places in the world, a simple walk beside you, makes forever sound wonderfully simple.","Among all the places in the world, a simple walk beside you, makes forever sound wonderfully simple. Let this moment stay with us a little longer."
R489,image_489,Gratitude,Thankful,The tiny adventures that become memories.,"In every little moment, the tiny adventures that become memories, is the kind of happiness words can barely hold.","In every little moment, the tiny adventures that become memories, is the kind of happiness words can barely hold. Let this moment stay with us a little longer."
R490,image_490,Moments,Peaceful,A moment shared without words.,"A beautiful life begins with a moment shared without words, is a beautiful secret written between two hearts.","A beautiful life begins with a moment shared without words, is a beautiful secret written between two hearts. Let this moment stay with us a little longer."
R491,image_491,Love,Tender,The stories hidden in your smile.,"The moon may light the night, but the stories hidden in your smile, reminds me how precious life can be.","The moon may light the night, but the stories hidden in your smile, reminds me how precious life can be. Let this moment stay with us a little longer."
R492,image_492,Love,Deep,The calm you bring to my heart.,"The sweetest part of today was the calm you bring to my heart, is the kind of happiness words can barely hold.","The sweetest part of today was the calm you bring to my heart, is the kind of happiness words can barely hold. Let this moment stay with us a little longer."
R493,image_493,Together,Warm,The way your smile finds me.,"I still smile when I think of the way your smile finds me, becomes a memory worth keeping.","I still smile when I think of the way your smile finds me, becomes a memory worth keeping. Let this moment stay with us a little longer."
R494,image_494,Memories,Nostalgic,The beautiful uncertainty of tomorrow.,"I never knew peace could feel like the beautiful uncertainty of tomorrow, is the kind of happiness words can barely hold.","I never knew peace could feel like the beautiful uncertainty of tomorrow, is the kind of happiness words can barely hold. Let this moment stay with us a little longer."
R495,image_495,Dreams,Hopeful,A simple walk beside you.,"Somewhere between a simple walk beside you, makes every tomorrow feel worth waiting for.","Somewhere between a simple walk beside you, makes every tomorrow feel worth waiting for. Let this moment stay with us a little longer."
R496,image_496,Forever,Devoted,The memories we keep collecting.,"I still smile when I think of the memories we keep collecting, is a beautiful secret written between two hearts.","I still smile when I think of the memories we keep collecting, is a beautiful secret written between two hearts. Let this moment stay with us a little longer."
R497,image_497,Smile,Playful,A moment shared without words.,"Somewhere between a moment shared without words, makes every tomorrow feel worth waiting for.","Somewhere between a moment shared without words, makes every tomorrow feel worth waiting for. Let this moment stay with us a little longer."
R498,image_498,Distance,Longing,The joy of having someone to come home to.,"I still smile when I think of the joy of having someone to come home to, is a place my heart knows without a map.","I still smile when I think of the joy of having someone to come home to, is a place my heart knows without a map. Let this moment stay with us a little longer."
R499,image_499,Gratitude,Thankful,The beautiful uncertainty of tomorrow.,"When two hearts understand each other, the beautiful uncertainty of tomorrow, is a gentle reminder that love grows in moments.","When two hearts understand each other, the beautiful uncertainty of tomorrow, is a gentle reminder that love grows in moments. Let this moment stay with us a little longer."
R500,image_500,Moments,Peaceful,The calm you bring to my heart.,"Under the same sky, the calm you bring to my heart, is proof that the little things can mean everything.","Under the same sky, the calm you bring to my heart, is proof that the little things can mean everything. Let this moment stay with us a little longer."
